geography_type,geography_name,occupation,occupation_group,occ_abb,demand_entry,demand_ticker,demand_entry_sl,demand_entry_fe,demand_entry_he,reg_salary,reg_salary_label,lq,lq_label,fe_opportunity_score,he_opportunity_score,fe_opportunity_level,he_opportunity_level 
LEPplus,CHESHIRE AND WARRINGTON,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,334,Medium,54,122,130,24200,Medium,0.630625941906435,Very Low,50,90,Medium,Very High
LEPplus,COAST TO CAPITAL,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,1443,Medium,217,505,575,27500,Medium,1.21954358124219,High,65,95,Medium,Very High
LEPplus,CORNWALL AND THE ISLES OF SCILLY,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,224,Medium,33,77,90,27100,Medium,0.748309982607872,Low,56,,Medium,
LEPplus,COVENTRY AND WARWICKSHIRE,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,588,Medium,97,206,233,26600,Medium,1.14314267862334,Average,64,82,Medium,High
LEPplus,CUMBRIA,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,130,Medium,21,46,50,26800,Medium,0.446988772061219,Very Low,,60,,Medium
LEPplus,"DERBY, DERBYSHIRE, NOTTINGHAM AND NOTTINGHAMSHIRE",Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,1369,Medium,210,496,541,27400,Medium,1.10591049788023,Average,65,80,Medium,High
LEPplus,DORSET,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,455,Medium,69,154,184,24400,Medium,1.06169618582842,Average,78,75,High,High
LEPplus,EDINBURGH AND THE LOTHIANS,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,756,Medium,118,274,297,25500,Medium,1.45489456807527,High,84,99,High,Very High
LEPplus,ENTERPRISE M3,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,762,Medium,127,269,304,27000,Medium,0.844998941517824,Average,53,91,Medium,Very High
LEPplus,GLASGOW CITY REGION,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,1376,Medium,198,504,535,24000,Low,1.32339386945496,High,88,88,High,High
LEPplus,GLOUCESTERSHIRE,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,162,Low,23,44,68,26400,Medium,0.432408683695539,Very Low,,59,,Medium
LEPplus,GREATER BIRMINGHAM AND SOLIHULL,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,1429,Medium,218,528,555,26800,Medium,1.35996947895192,High,61,81,Medium,High
LEPplus,GREATER CAMBRIDGE & GREATER PETERBOROUGH,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,641,Medium,98,216,258,26500,Medium,,Very Low,60,,Medium,
LEPplus,GREATER LINCOLNSHIRE,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,601,Medium,93,219,237,24300,Medium,1.01920398472707,Average,60,,Medium,
LEPplus,GREATER MANCHESTER,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,1624,Medium,260,563,647,25700,Medium,1.05267306946887,Average,50,88,Medium,High
LEPplus,HEART OF THE SOUTH WEST,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,918,Medium,143,300,375,25400,Medium,0.937133960343863,Average,57,88,Medium,High
LEPplus,HERTFORDSHIRE,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,933,Medium,151,332,370,27700,Medium,1.26438538353893,High,77,,High,
LEPplus,HUMBER,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,431,Medium,62,149,172,24300,Medium,0.842011192125811,Average,47,86,Medium,High
LEPplus,LANCASHIRE,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,526,Medium,75,162,219,25000,Medium,0.639927090821287,Very Low,39,67,Medium,High
LEPplus,LEEDS CITY REGION,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,1983,Medium,297,681,796,26500,Medium,1.14616027478348,Average,56,74,Medium,High
LEPplus,LEICESTER AND LEICESTERSHIRE,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,384,Medium,61,133,154,25100,Medium,0.660736407987444,Very Low,50,64,Medium,Medium
LEPplus,LIVERPOOL CITY REGION,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,490,Medium,75,161,200,28900,Medium,0.602919641693496,Very Low,41,67,Medium,High
LEPplus,LONDON,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,6215,Medium,938,2023,2532,32500,High,1.16133166764745,Average,61,89,Medium,High
LEPplus,NEW ANGLIA,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,680,Medium,103,229,274,24100,Low,0.749286167236163,Low,54,85,Medium,High
LEPplus,NORTH EAST,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,1004,Medium,147,349,401,27600,Medium,0.933061980775941,Average,57,78,Medium,High
LEPplus,NORTHAMPTONSHIRE,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,243,Medium,37,78,101,26000,Medium,0.554552101485073,Very Low,57,58,Medium,Medium
LEPplus,OXFORDSHIRE LEP,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,282,Medium,41,92,114,26200,Medium,,Very Low,59,88,Medium,High
LEPplus,SHEFFIELD CITY REGION,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,1091,Medium,165,365,442,27500,Medium,1.05334498745001,Average,59,91,Medium,Very High
LEPplus,SOLENT,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,911,Medium,130,316,363,26300,Medium,1.24257575286912,High,53,83,Medium,High
LEPplus,SOUTH EAST,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,1974,Medium,304,642,805,27200,Medium,0.844514329450089,Average,57,86,Medium,High
LEPplus,SOUTH EAST MIDLANDS,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,1022,Medium,156,340,413,28000,Medium,0.934793496508771,Average,62,53,Medium,Medium
LEPplus,STOKE-ON-TRENT AND STAFFORDSHIRE,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,666,Medium,116,230,266,24500,Medium,1.02902049314352,Average,60,82,Medium,High
LEPplus,SWANSEA BAY CITY REGION,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,211,Medium,29,72,85,25100,Medium,0.576283190596653,Very Low,35,58,Medium,Medium
LEPplus,SWINDON AND WILTSHIRE,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,313,Medium,52,98,130,27800,Medium,0.743593334434223,Low,58,,Medium,
LEPplus,TEES VALLEY,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,344,Medium,53,109,141,24800,Medium,0.96559426289586,Average,46,90,Medium,Very High
LEPplus,THAMES VALLEY BERKSHIRE,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,773,Medium,114,259,312,31000,Medium,1.38959609048057,High,77,,High,
LEPplus,THE MARCHES,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,505,High,68,152,210,27900,Medium,1.295181984641,High,57,,Medium,
LEPplus,WEST OF ENGLAND,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,900,Medium,140,313,358,27000,Medium,1.30387822446553,High,70,81,High,High
LEPplus,WORCESTERSHIRE,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,255,Medium,44,92,101,25000,Medium,0.763493138103703,Low,65,67,Medium,High
LEPplus,"YORK, NORTH YORKSHIRE AND EAST RIDING",Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,694,Medium,108,222,286,26000,Medium,1.02969381126061,Average,,,,
LEPplus,BELFAST METROPOLITAN AREA,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,34,Low,22,12,0,35300,High,0.100360883982898,Very Low,,,,
LEPplus,BLACK COUNTRY,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,236,Medium,141,81,12,36600,High,0.598021919289165,Very Low,18,,Low,
LEPplus,BUCKINGHAMSHIRE THAMES VALLEY,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,134,Low,66,37,27,42500,Very High,0.635467795272496,Very Low,,,,
LEPplus,CARDIFF CAPITAL REGION,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,423,Medium,255,149,17,42500,Very High,0.855925534248352,Average,28,,Low,
LEPplus,CHESHIRE AND WARRINGTON,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,208,Low,116,66,23,43600,Very High,0.594541122708432,Very Low,24,,Low,
LEPplus,COAST TO CAPITAL,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,747,Medium,367,247,117,43100,Very High,0.955751072350704,Average,35,,Medium,
LEPplus,CORNWALL AND THE ISLES OF SCILLY,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,20,Low,10,6,3,40300,High,0.101147863702928,Very Low,,,,
LEPplus,COVENTRY AND WARWICKSHIRE,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,486,Medium,294,169,20,37800,High,1.43038379366218,High,50,,Medium,
LEPplus,CUMBRIA,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,15,Low,3,2,8,46600,Very High,0.0780796251100342,Very Low,,,,
LEPplus,"DERBY, DERBYSHIRE, NOTTINGHAM AND NOTTINGHAMSHIRE",Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,374,Low,209,123,36,37200,High,0.457384384360215,Very Low,25,,Low,
LEPplus,DORSET,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,161,Low,94,54,12,34800,High,0.568732353946557,Very Low,33,,Medium,
LEPplus,EDINBURGH AND THE LOTHIANS,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,751,Medium,452,252,42,42900,Very High,2.18797755438939,Very High,99,,Very High,
LEPplus,ENTERPRISE M3,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,683,Medium,348,201,118,43900,Very High,1.14660833850378,Average,27,,Low,
LEPplus,GLASGOW CITY REGION,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,641,Medium,360,198,73,36200,High,0.933301389895025,Average,79,,High,
LEPplus,GLOUCESTERSHIRE,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,471,Medium,257,168,40,40800,High,1.9032397432915,Very High,53,,Medium,
LEPplus,GREATER BIRMINGHAM AND SOLIHULL,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,614,Low,324,222,59,36000,High,0.884623562109757,Average,32,,Low,
LEPplus,GREATER CAMBRIDGE & GREATER PETERBOROUGH,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,670,Medium,315,236,113,30300,Medium,,Very Low,42,,Medium,
LEPplus,GREATER LINCOLNSHIRE,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,241,Medium,109,100,29,38400,High,0.61872388544449,Very Low,27,,Low,
LEPplus,GREATER MANCHESTER,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,995,Medium,565,325,92,39500,High,0.976390998345498,Average,28,,Low,
LEPplus,HEART OF THE SOUTH WEST,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,360,Low,188,119,47,43900,Very High,0.55635845755841,Very Low,21,,Low,
LEPplus,HERTFORDSHIRE,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,832,Medium,354,289,179,38400,High,1.70692464047974,Very High,65,,Medium,
LEPplus,HUMBER,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,260,Medium,58,100,101,39600,High,0.768966004871549,Low,22,,Low,
LEPplus,LANCASHIRE,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,1299,Medium,536,551,187,39000,High,2.39247330966061,Very High,53,,Medium,
LEPplus,LEEDS CITY REGION,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,1067,Medium,624,383,53,39000,High,0.933641732255297,Average,32,,Low,
LEPplus,LEICESTER AND LEICESTERSHIRE,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,135,Low,72,41,19,39000,High,0.35166081692369,Very Low,,,,
LEPplus,LIVERPOOL CITY REGION,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,452,Medium,274,157,18,41900,High,0.841966836264275,Average,6,,Very Low,
LEPplus,LONDON,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,3702,Medium,1708,1207,718,49900,Very High,1.04723644720651,Average,42,,Medium,
LEPplus,NEW ANGLIA,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,663,Medium,385,240,34,27700,Medium,1.1059755581575,Average,42,,Medium,
LEPplus,NORTH EAST,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,808,Medium,452,276,70,41700,High,1.13679286779594,Average,37,,Medium,
LEPplus,NORTHAMPTONSHIRE,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,368,Medium,176,138,47,42000,High,1.2713850460395,High,58,,Medium,
LEPplus,OXFORDSHIRE LEP,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,613,Medium,263,223,112,42500,Very High,,Very Low,59,,Medium,
LEPplus,SHEFFIELD CITY REGION,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,215,Low,120,69,23,39800,High,0.314251631255059,Very Low,6,,Very Low,
LEPplus,SOLENT,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,241,Low,116,67,51,34100,High,0.497639378260592,Very Low,1,,Very Low,
LEPplus,SOUTH EAST,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,1082,Medium,623,359,88,28900,Medium,0.700777797666908,Low,32,,Low,
LEPplus,SOUTH EAST MIDLANDS,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,1508,Medium,731,518,228,36700,High,2.08813862393815,Very High,60,,Medium,
LEPplus,STOKE-ON-TRENT AND STAFFORDSHIRE,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,330,Medium,164,130,32,31000,Medium,0.771892698952116,Low,35,,Medium,
LEPplus,SWANSEA BAY CITY REGION,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,213,Medium,117,68,25,41300,High,0.880696557228486,Average,18,,Low,
LEPplus,SWINDON AND WILTSHIRE,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,285,Medium,156,90,34,55600,Very High,1.02501261195714,Average,35,,Medium,
LEPplus,TEES VALLEY,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,176,Medium,92,53,27,37500,High,0.747897532655103,Low,12,,Low,
LEPplus,THAMES VALLEY BERKSHIRE,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,727,Medium,366,212,131,48200,Very High,1.97850293580486,Very High,58,,Medium,
LEPplus,THE MARCHES,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,130,Medium,82,47,1,40600,High,0.504749581638495,Very Low,,,,
LEPplus,WEST OF ENGLAND,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,985,Medium,507,351,112,44200,Very High,2.16034917790404,Very High,60,,Medium,
LEPplus,WORCESTERSHIRE,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,154,Medium,96,56,2,40200,High,0.698037697144763,Low,41,,Medium,
LEPplus,"YORK, NORTH YORKSHIRE AND EAST RIDING",Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,300,Medium,154,116,26,26200,Medium,0.673849771272567,Low,,,,
LEPplus,BELFAST METROPOLITAN AREA,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,511,Medium,87,146,193,32300,High,0.698127467941222,Low,62,89,Medium,High
LEPplus,BLACK COUNTRY,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,334,Medium,52,92,134,34100,High,0.391723684714632,Very Low,20,54,Low,Medium
LEPplus,BUCKINGHAMSHIRE THAMES VALLEY,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,300,Medium,38,90,131,33200,High,0.658473447453594,Very Low,54,71,Medium,High
LEPplus,CARDIFF CAPITAL REGION,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,57,Low,21,10,22,37400,High,0.0533824787161509,Very Low,,,,
LEPplus,CHESHIRE AND WARRINGTON,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,432,Medium,70,64,219,40600,High,0.571518871652873,Very Low,18,87,Low,High
LEPplus,COAST TO CAPITAL,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,1679,Medium,363,414,688,35600,High,0.994267292327144,Average,34,81,Medium,High
LEPplus,CORNWALL AND THE ISLES OF SCILLY,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,302,Medium,87,52,133,30800,Medium,0.706906421293041,Low,20,50,Low,Medium
LEPplus,COVENTRY AND WARWICKSHIRE,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,712,Medium,111,154,338,36700,High,0.969894663899091,Average,47,84,Medium,High
LEPplus,CUMBRIA,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,24,Low,5,3,12,38400,High,0.0578210490460756,Very Low,,,,
LEPplus,"DERBY, DERBYSHIRE, NOTTINGHAM AND NOTTINGHAMSHIRE","Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,879,Medium,146,167,407,33100,High,0.497538704229143,Very Low,25,77,Low,High
LEPplus,DORSET,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,554,Medium,144,117,211,36100,High,0.905774496786797,Average,51,56,Medium,Medium
LEPplus,EDINBURGH AND THE LOTHIANS,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,590,Medium,142,141,255,37800,High,0.795578799841058,Low,37,73,Medium,High
LEPplus,ENTERPRISE M3,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,884,Medium,170,216,374,39900,High,0.686870590606644,Low,17,58,Low,Medium
LEPplus,GLASGOW CITY REGION,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,526,Medium,138,124,213,37000,High,0.354468699525275,Very Low,24,63,Low,Medium
LEPplus,GLOUCESTERSHIRE,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,427,Medium,101,72,191,39200,High,0.798598942219222,Low,37,79,Medium,High
LEPplus,GREATER BIRMINGHAM AND SOLIHULL,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,1399,Medium,232,356,588,38100,High,0.932902186041388,Average,40,81,Medium,High
LEPplus,GREATER CAMBRIDGE & GREATER PETERBOROUGH,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,971,Medium,247,162,441,38000,High,,Very Low,28,,Low,
LEPplus,GREATER LINCOLNSHIRE,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,255,Medium,44,52,112,28700,Medium,0.303003946163839,Very Low,10,59,Low,Medium
LEPplus,GREATER MANCHESTER,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,2005,Medium,358,533,791,37400,High,0.910632881156964,Average,31,74,Low,High
LEPplus,HEART OF THE SOUTH WEST,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,746,Medium,196,147,306,35800,High,0.533604257214733,Very Low,20,65,Low,Medium
LEPplus,HERTFORDSHIRE,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,686,Medium,180,151,279,37500,High,0.651393471888161,Very Low,44,80,Medium,High
LEPplus,HUMBER,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,239,Medium,46,40,116,28600,Medium,0.327159818229452,Very Low,,83,,High
LEPplus,LANCASHIRE,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,586,Medium,104,130,254,38000,High,0.499532594435307,Very Low,22,68,Low,High
LEPplus,LEEDS CITY REGION,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,1676,Medium,264,297,808,36400,High,0.67876292934303,Low,24,67,Low,High
LEPplus,LEICESTER AND LEICESTERSHIRE,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,438,Medium,95,84,188,30800,Medium,0.528071327450773,Very Low,19,60,Low,Medium
LEPplus,LIVERPOOL CITY REGION,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,542,Medium,111,130,209,32100,High,0.46728743365792,Very Low,24,51,Low,Medium
LEPplus,LONDON,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,22966,High,4155,7682,8124,44600,Very High,3.00692059336851,Very High,61,89,Medium,High
LEPplus,NEW ANGLIA,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,741,Medium,167,167,295,37900,High,0.572108596501293,Very Low,28,75,Low,High
LEPplus,NORTH EAST,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,880,Medium,238,152,363,31200,Medium,0.573034693231567,Very Low,22,74,Low,High
LEPplus,NORTHAMPTONSHIRE,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,487,Medium,64,107,228,32400,High,0.77872928333625,Low,50,65,Medium,Medium
LEPplus,OXFORDSHIRE LEP,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,861,Medium,200,217,348,37900,High,,Very Low,62,87,Medium,High
LEPplus,SHEFFIELD CITY REGION,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,623,Medium,108,118,288,31800,High,0.421459058056634,Very Low,17,80,Low,High
LEPplus,SOLENT,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,1049,Medium,244,183,437,34700,High,1.00253939916894,Average,15,63,Low,Medium
LEPplus,SOUTH EAST,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,2128,Medium,487,494,843,35200,High,0.63790052771318,Very Low,34,72,Medium,High
LEPplus,SOUTH EAST MIDLANDS,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,1611,Medium,279,345,731,35400,High,1.03248033839032,Average,52,80,Medium,High
LEPplus,STOKE-ON-TRENT AND STAFFORDSHIRE,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,409,Medium,80,66,190,28900,Medium,0.44278669842916,Very Low,20,71,Low,High
LEPplus,SWANSEA BAY CITY REGION,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,202,Medium,56,33,82,33900,High,0.386568381797195,Very Low,,52,,Medium
LEPplus,SWINDON AND WILTSHIRE,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,594,Medium,97,175,239,38400,High,0.988778600607759,Average,50,,Medium,
LEPplus,TEES VALLEY,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,99,Low,25,21,38,30900,Medium,0.19471207812764,Very Low,,,,
LEPplus,THAMES VALLEY BERKSHIRE,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,859,Medium,158,219,349,47200,Very High,1.08199117034514,Average,65,99,Medium,Very High
LEPplus,THE MARCHES,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,368,Medium,41,51,199,34300,High,0.661315495185304,Very Low,14,,Low,
LEPplus,WEST OF ENGLAND,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,1487,Medium,370,278,645,37700,High,1.50947858025833,Very High,47,76,Medium,High
LEPplus,WORCESTERSHIRE,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,126,Low,29,21,56,38000,High,0.264336396973281,Very Low,,,,
LEPplus,"YORK, NORTH YORKSHIRE AND EAST RIDING","Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,358,Medium,55,54,175,28400,Medium,0.37218007743675,Very Low,,,,
LEPplus,BELFAST METROPOLITAN AREA,Design Occupations,Associate Professional And Technical Occupations,Design Occs,123,Low,21,20,76,28800,Medium,0.53727467939159,Very Low,,,,
LEPplus,BLACK COUNTRY,Design Occupations,Associate Professional And Technical Occupations,Design Occs,67,Low,11,10,42,31300,Medium,0.251238159681997,Very Low,,,,
LEPplus,BUCKINGHAMSHIRE THAMES VALLEY,Design Occupations,Associate Professional And Technical Occupations,Design Occs,162,Medium,28,29,100,38400,High,1.13686648460603,Average,,61,,Medium
LEPplus,CARDIFF CAPITAL REGION,Design Occupations,Associate Professional And Technical Occupations,Design Occs,52,Low,9,9,33,34100,High,0.155705753376596,Very Low,,,,
LEPplus,CHESHIRE AND WARRINGTON,Design Occupations,Associate Professional And Technical Occupations,Design Occs,254,Low,43,41,159,41700,High,1.0743801650564,Average,,89,,High
LEPplus,COAST TO CAPITAL,Design Occupations,Associate Professional And Technical Occupations,Design Occs,500,Low,86,84,310,38300,High,0.946672797321052,Average,12,85,Low,High
LEPplus,CORNWALL AND THE ISLES OF SCILLY,Design Occupations,Associate Professional And Technical Occupations,Design Occs,64,Low,11,10,39,30900,Medium,0.478974501755979,Very Low,,,,
LEPplus,COVENTRY AND WARWICKSHIRE,Design Occupations,Associate Professional And Technical Occupations,Design Occs,291,Low,50,45,183,39600,High,1.26740379136635,High,,68,,High
LEPplus,CUMBRIA,Design Occupations,Associate Professional And Technical Occupations,Design Occs,43,Low,7,7,27,42400,Very High,0.331223099839976,Very Low,,,,
LEPplus,"DERBY, DERBYSHIRE, NOTTINGHAM AND NOTTINGHAMSHIRE",Design Occupations,Associate Professional And Technical Occupations,Design Occs,425,Low,73,68,266,35100,High,0.769138166065163,Low,13,47,Low,Medium
LEPplus,DORSET,Design Occupations,Associate Professional And Technical Occupations,Design Occs,119,Low,20,20,73,26800,Medium,0.622063503090087,Very Low,,32,,Low
LEPplus,EDINBURGH AND THE LOTHIANS,Design Occupations,Associate Professional And Technical Occupations,Design Occs,321,Low,56,51,201,45600,Very High,1.38392851937651,High,43,61,Medium,Medium
LEPplus,ENTERPRISE M3,Design Occupations,Associate Professional And Technical Occupations,Design Occs,522,Medium,89,87,325,45200,Very High,1.29679281750779,High,9,57,Very Low,Medium
LEPplus,GLASGOW CITY REGION,Design Occupations,Associate Professional And Technical Occupations,Design Occs,364,Medium,62,59,227,45400,Very High,0.784279689198503,Low,22,73,Low,High
